id,tm_r_sc,pos1_r_sc,pos2_r_sc,pos3_r_sc,pos4_r_sc,pos5_r_sc,tm_d_sc,pos1_d_sc,pos2_d_sc,pos3_d_sc,pos4_d_sc,pos5_d_sc,a_result
218,2.0,1.66666666666667,2.0,1.66666666666667,2.14285714285714,1.0,1.94117647058824,2.27450980392157,1.74117647058824,2.27450980392157,2.94117647058824,1.94117647058824,0
219,2.0,2.0,2.0,1.66666666666667,2.14285714285714,2.14285714285714,1.94117647058824,2.27450980392157,1.74117647058824,0.941176470588235,1.94117647058824,1.94117647058824,1
220,1.95238095238095,2.15238095238095,1.95238095238095,2.61904761904762,1.95238095238095,2.55238095238095,1.57142857142857,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,1
221,1.95238095238095,2.15238095238095,2.50793650793651,2.61904761904762,1.61904761904762,2.55238095238095,1.57142857142857,0.571428571428571,1.23809523809524,0.571428571428571,0.571428571428571,0.571428571428571,1
222,1.95238095238095,2.28571428571429,1.95238095238095,2.61904761904762,1.95238095238095,2.55238095238095,2.08474576271186,2.08474576271186,1.65617433414044,2.08474576271186,2.4180790960452,2.08474576271186,1
223,1.95238095238095,1.61904761904762,1.95238095238095,1.75238095238095,1.95238095238095,0.952380952380952,2.08474576271186,3.08474576271186,2.08474576271186,2.64030131826742,2.4180790960452,2.79903147699758,0
224,1.95238095238095,0.952380952380952,1.95238095238095,0.952380952380952,1.95238095238095,2.28571428571429,2.08474576271186,3.08474576271186,2.4180790960452,2.64030131826742,2.75141242937853,2.79903147699758,0
225,1.8,0.8,0.8,0.8,0.8,0.8,1.92307692307692,1.58974358974359,2.92307692307692,2.92307692307692,2.25641025641026,2.92307692307692,0
226,1.8,1.6,0.8,0.8,0.8,0.8,1.92307692307692,2.42307692307692,2.92307692307692,1.92307692307692,2.92307692307692,2.92307692307692,0
227,2.0,3.0,3.0,2.0,3.0,2.14285714285714,1.92307692307692,2.42307692307692,2.25641025641026,2.25641025641026,1.72307692307692,1.92307692307692,1
228,2.0,1.0,1.0,1.66666666666667,2.14285714285714,2.14285714285714,1.92307692307692,1.92307692307692,1.92307692307692,2.25641025641026,2.25641025641026,1.92307692307692,0
229,2.0,2.0,1.0,2.2,1.0,2.14285714285714,1.92307692307692,1.92307692307692,2.25641025641026,2.25641025641026,2.25641025641026,1.92307692307692,0
230,1.8,0.8,2.13333333333333,0.8,1.8,1.6,2.08474576271186,1.4180790960452,1.65617433414044,2.4180790960452,2.4180790960452,2.08474576271186,0
231,1.8,1.8,2.13333333333333,0.8,0.8,1.46666666666667,2.08474576271186,3.08474576271186,3.08474576271186,2.08474576271186,2.08474576271186,2.08474576271186,0
232,2.0,1.0,2.0,2.33333333333333,2.11111111111111,2.0,2.0,2.5,2.6,3.0,1.66666666666667,2.0,0
233,2.0,2.33333333333333,1.0,2.0,2.11111111111111,1.0,2.0,2.0,3.0,2.5,2.5,2.0,0
